target,onehotencoder__x0_autumn,onehotencoder__x0_spring,onehotencoder__x0_summer,onehotencoder__x0_winter,onehotencoder__x1_large_,onehotencoder__x1_medium,onehotencoder__x1_small_,onehotencoder__x2_high__,onehotencoder__x2_low___,onehotencoder__x2_medium,concentration_1,concentration_2,concentration_3,concentration_4,concentration_5,concentration_6,concentration_7,concentration_8
24.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,8.5,11.8,7.838,1.732,206.53799,8.692,16.662,2.1
3.7,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.8,6.0,53.425,0.381,118.571,37.857,102.571,1.2
18.1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,9.7,57.848,0.461,217.75,37.0,86.997,3.0
41.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,9.7,10.8,0.222,0.406,10.0,22.444,10.111,12.857054607508534
43.7,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,8.6,11.62,1.549,0.445,25.833,16.833,18.293,1.4
86.6,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.3,11.6,5.83,0.701,12.727,3.545,13.2,3.2
1.9,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8.4,5.3,74.667,3.9,131.66701,261.60001,432.909,24.917
1.2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8.2,6.6,131.39999,4.188,92.0,238.2,320.39999,6.8
1.4,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,8.2,9.4,45.273,7.195,345.45499,144.0,287.0,9.882
1.6,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.1,7.1,42.636,5.078,56.364,166.72701,262.72699,17.2
3.3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.1,9.0,48.429,6.64,128.571,181.0,222.286,6.429
14.6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,7.4,10.7,11.818,2.163,170.909,36.909,122.0,5.555
1.7,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,8.3,9.7,10.556,1.921,65.556,61.556,127.222,5.233
3.3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,8.6,10.7,12.0,2.231,43.75,62.625,89.625,2.15
0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,9.1,11.6,31.091,5.099,246.364,55.0,284.0,88.255
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,6.9,28.333,2.954,76.667,102.333,277.33301,110.456
1.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.3,10.0,30.125,3.726,102.5,75.875,177.625,50.225
4.2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,8.5,10.1,10.936,1.335,236.0,34.636,72.9,11.1
4.1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,8.3,7.7,10.078,1.212,103.333,48.667,82.444,2.0
1.2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.3,10.5,11.088,1.374,92.375,48.625,66.75,3.3
2.4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.9,8.3,391.5,6.045,380.0,173.0,317.0,5.5
7.8,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,11.9,130.67,6.54,196.0,75.0,84.0,4.5
10.3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,9.2,39.0,4.86,120.0,187.0,213.0,2.0
1.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.1,11.7,35.66,5.13,46.5,49.0,88.5,2.5
9.2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,8.43,9.9,37.6,0.826,124.0,32.5,115.0,11.7
28.1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8.1,6.2,39.0,0.673,112.857,60.0,98.143,2.0
2.1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,7.9,11.2,49.9,9.773,505.0,67.5,143.75,5.45
1.4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.1,6.2,51.113,5.099,175.0,132.5,197.14301,6.4
19.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.8,9.5,8.3,1.67,34.0,16.8,35.2,1.0
42.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.9,10.5,10.207,2.304,132.25,10.583,23.485,2.0
2.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,8.0,4.5,79.077,8.984,920.0,70.0,200.231,19.4
4.4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,7.6,6.3,81.333,9.715,196.66701,77.333,147.83299,3.0
39.7,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,8.22,8.1,41.25,1.415,172.5,46.667,123.333,30.4
32.8,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,8.3,9.9,40.226,1.587,235.0,33.8,75.207,23.8
12.2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,8.47,9.0,46.167,2.102,84.667,48.0,116.2,7.3
1.9,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,8.4,4.9,47.0,0.536,91.833,109.0,188.66701,32.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,8.87,11.0,41.163,2.273,54.75,39.0,72.696,22.7
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.7,4.4,53.0,2.31,90.0,22.2,116.2,16.0
3.4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.9,6.0,127.833,2.68,176.66701,27.5,76.333,2.1
2.8,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.8,10.53,100.83,5.41,486.5,24.0,58.374,27.5
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.6,3.6,50.0,0.376,134.0,54.1,125.8,26.8
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.4,10.6,19.22,1.655,96.833,20.667,54.916,20.6
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,8.3,11.5,26.0,1.87,62.5,30.75,75.333,34.75
1.7,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9.0,5.8,40.90326533333333,0.9,142.0,102.0,186.0,68.05
12.3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9.5,5.7,44.0,0.102,146.66701,151.33299,252.5,93.683
7.2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.8,8.8,43.0,0.13,103.333,180.66701,269.66699,92.667
3.4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.84,12.9,43.09,0.846,52.2,8.6,46.438,81.54
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,7.3,9.9,16.0,4.82,101.667,14.667,85.0,2.0
1.1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.4,10.68,22.35,5.414,244.60001,66.4,171.272,3.8
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9.1,4.3,82.857,0.86,137.27299,102.364,232.89999,54.367
1.4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.53,11.1,63.292,1.726,227.60001,84.3,146.452,21.22
12.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,8.56,8.7,43.97,4.053,643.0,221.89999,246.66701,14.7
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.06,8.3,38.902,3.678,627.27301,205.636,219.909,6.209
1.4,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,8.21,9.3,104.818,3.908,124.364,82.222,167.89999,5.609
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.5,7.3,71.444,2.512,66.667,64.389,137.778,9.384
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.6,10.6,208.364,4.459,197.909,87.333,194.10001,27.618
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,9.06,6.35,187.183,3.351,54.778,159.16701,221.278,20.8
39.7,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,8.7,10.7,4.545,0.941,32.727,16.0,21.3,1.1
37.3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,8.1,10.7,3.5,1.013,12.5,12.75,11.0,0.6
52.4,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,8.4,10.29,5.326,0.996,53.846,7.667,14.354,0.8
48.3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.6,10.1,2.111,0.663,11.111,3.222,7.0,1.3
50.4,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.2,9.5,2.2,0.672,10.0,3.8,6.2,0.8
56.8,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,8.5,10.5,2.75,0.758,10.5,4.0,7.654,4.0
17.3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.3,10.0,3.86,0.866,32.0,6.0,16.0,2.86
16.8,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,8.0,10.9,9.055,0.825,40.0,21.083,56.091,12.857054607508534
18.1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,8.1,10.2,7.613,0.699,32.5,26.625,52.875,2.0
1.1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,8.7,10.8,39.109,6.225,161.81799,104.727,228.364,46.075
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,8.7,11.7,22.455,3.765,88.182,41.3,85.4,17.491
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.4,8.2,23.25,2.805,43.75,51.125,87.125,14.775
1.7,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.55,11.0,22.32,3.14,82.1,45.9,101.455,18.33
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.5,7.6,12.778,1.873,17.778,50.889,127.0,24.556
7.6,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.7,11.4,15.541,2.323,103.0,34.5,81.558,5.62
2.9,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,8.4,10.5,12.182,1.519,65.455,19.727,50.455,8.155
2.2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.2,8.2,7.333,1.003,37.778,19.111,120.889,5.111
3.8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.58,11.1,23.825,3.617,72.6,51.111,91.111,22.9
